,myAUC,avg_diff,power,avg_log2FC,pct.1,pct.2,cluster,gene
369,0.817,0.674738915,0.634,1.694168523,0.908,0.434,1,Mycbp2
370,0.816,0.676684608,0.632,2.812023554,0.744,0.136,1,Arhgef9
371,0.816,0.670190177,0.632,2.13231125,0.824,0.224,1,Bmerb1
372,0.816,0.628338937,0.632,3.776776673,0.685,0.06,1,Rapgefl1
373,0.816,0.68335678,0.632,2.422070005,0.755,0.121,1,Scn1b
374,0.816,0.746932372,0.632,1.962869396,0.87,0.394,1,Napa
375,0.815,0.64215924,0.63,3.119506457,0.714,0.089,1,Fam81a
376,0.815,0.628533513,0.63,3.357968939,0.698,0.072,1,Caln1
377,0.814,0.636838695,0.628,2.569889772,0.759,0.15,1,Prrt1
378,0.814,0.621801988,0.628,2.459409093,0.767,0.153,1,Celf5
379,0.813,0.648643227,0.626,1.927564908,0.849,0.307,1,Zmat2
380,0.813,0.691480571,0.626,1.484546613,0.933,0.585,1,Nme1
381,0.813,0.647208306,0.626,2.58428269,0.746,0.128,1,Scn3b
382,0.813,0.640764165,0.626,1.958364305,0.845,0.309,1,Pin1
383,0.813,0.669814198,0.626,2.903690826,0.732,0.131,1,Kbtbd11
384,0.812,0.681993822,0.624,2.49114138,0.757,0.141,1,Pcsk2
385,0.812,0.622767889,0.624,1.26601021,0.965,0.68,1,Atp5mc3
386,0.811,0.697710706,0.622,2.306996325,0.792,0.238,1,Acot13
387,0.811,0.630311792,0.622,3.278741793,0.698,0.084,1,Paqr9
388,0.81,0.64046693,0.62,2.531702775,0.752,0.144,1,Scn8a
389,0.81,0.625080104,0.62,1.537300494,0.919,0.49,1,Gm17435
390,0.81,0.605782214,0.62,1.397951938,0.948,0.531,1,Gabarapl1
391,0.81,0.617452,0.62,1.814499856,0.845,0.274,1,Ndrg3
392,0.809,0.653427311,0.618,2.091956792,0.8,0.199,1,Enc1
393,0.809,0.620780451,0.618,2.737391655,0.727,0.115,1,Gabbr2
394,0.809,0.619164171,0.618,2.28665906,0.766,0.151,1,Grin1
395,0.808,0.628712733,0.616,2.07761584,0.805,0.21,1,Ppp2r2c
396,0.807,0.604943295,0.614,1.682797904,0.885,0.349,1,Adgrl1
397,0.807,0.636388719,0.614,2.383826013,0.762,0.169,1,Snhg14
398,0.807,0.61802063,0.614,1.439411985,0.923,0.549,1,Cycs
399,0.806,0.582677789,0.612,1.36433961,0.944,0.559,1,Cox14
400,0.806,0.550092433,0.612,1.679567614,0.82,0.214,1,Cx3cl1
401,0.806,0.62342671,0.612,2.412093909,0.752,0.151,1,Atp2b2
402,0.805,0.650279131,0.61,1.844548351,0.852,0.344,1,Vps29
403,0.804,0.627829258,0.608,1.56020465,0.873,0.237,1,Neurod2
404,0.804,0.576814886,0.608,2.175329936,0.754,0.138,1,Napb
405,0.803,0.586783507,0.606,1.23847242,0.965,0.662,1,Ndufb2
406,0.802,0.602776953,0.604,1.853667775,0.828,0.271,1,Ppp3cb
407,0.802,0.640904666,0.604,2.521666512,0.729,0.131,1,Tmem59l
408,0.802,0.563520873,0.604,1.10426422,0.986,0.755,1,Atp5me
409,0.802,0.609670826,0.604,2.978007044,0.685,0.076,1,Slc12a5
410,0.802,0.611646466,0.604,1.595174417,0.891,0.411,1,Eid1
411,0.801,0.602251272,0.602,1.138039603,0.984,0.738,1,Klf9
412,0.801,0.606907842,0.602,1.494169332,0.914,0.492,1,Gtf2h5
413,0.801,0.557403298,0.602,1.100262794,0.959,0.562,1,Aplp1
414,0.8,0.606683828,0.6,1.972461688,0.812,0.256,1,Cbx6
415,0.8,0.606865295,0.6,3.75196154,0.647,0.052,1,Stk32c
416,0.799,0.628832912,0.598,1.53084996,0.886,0.483,1,Atp6v1e1
417,0.798,0.622577387,0.596,1.816510825,0.838,0.301,1,Ahi1
418,0.797,0.582243605,0.594,2.847466079,0.692,0.102,1,Tiam1
419,0.797,0.606316107,0.594,3.715021143,0.645,0.051,1,Icam5
420,0.796,0.621504187,0.592,2.44989734,0.735,0.163,1,Ehd3
421,0.796,0.728307935,0.592,4.496282055,0.624,0.035,1,Rasl10a
422,0.796,0.59090666,0.592,2.698832852,0.701,0.115,1,Unc13a
423,0.795,0.577128946,0.59,1.326916581,0.94,0.508,1,Gabbr1
424,0.795,0.617515734,0.59,1.58832388,0.86,0.385,1,Zwint
425,0.795,0.590805775,0.59,1.371387787,0.921,0.55,1,Capza2
426,0.795,0.583873288,0.59,1.632164051,0.853,0.27,1,Kif5c
427,0.794,0.72152258,0.588,3.471264275,0.656,0.075,1,Dbpht2
428,0.794,0.478484126,0.588,0.818382382,0.997,0.956,1,Atp5mg
429,0.794,0.575585282,0.588,1.643768047,0.845,0.295,1,Stxbp1
430,0.794,0.554136162,0.588,1.019258,0.984,0.86,1,Cox5b
431,0.793,0.652554916,0.586,1.125380714,0.989,0.894,1,Atp6v0c
432,0.793,0.542884273,0.586,2.182321294,0.734,0.138,1,Sult4a1
433,0.793,0.59973283,0.586,1.707893317,0.832,0.259,1,Sema5a
434,0.793,0.599528896,0.586,3.59004822,0.639,0.055,1,B230209E15Rik
435,0.793,0.589767269,0.586,2.851548585,0.683,0.104,1,Unc80
436,0.792,0.689426554,0.584,2.790742609,0.7,0.141,1,Arxes1
437,0.791,0.572774235,0.582,2.259798278,0.743,0.185,1,Btbd9
438,0.791,0.61954321,0.582,2.847515299,0.685,0.127,1,Asphd2
439,0.791,0.590451623,0.582,2.147660808,0.746,0.176,1,Lrp1b
440,0.79,0.578235272,0.58,1.630895253,0.854,0.377,1,Ift20
441,0.79,0.635577436,0.58,2.680097721,0.698,0.129,1,Arpp21
442,0.79,0.575037606,0.58,2.357494624,0.706,0.122,1,Eno2
443,0.789,0.57152212,0.578,1.339403909,0.935,0.481,1,Ank2
444,0.788,0.342179612,0.576,0.537457079,1,0.733,1,Mt3
445,0.788,0.557368091,0.576,3.476566773,0.634,0.059,1,Lrrtm4
446,0.788,0.574329489,0.576,3.215060936,0.65,0.084,1,Gabra4
447,0.787,0.569194217,0.574,1.301016048,0.92,0.545,1,Ndufa5
448,0.787,0.541272387,0.574,1.549318308,0.837,0.256,1,Zbtb18
449,0.786,0.573451093,0.572,2.894773393,0.648,0.076,1,Nptx1
450,0.785,0.556402864,0.57,2.298900403,0.719,0.159,1,Stx1b
451,0.785,0.576910882,0.57,1.556447472,0.855,0.352,1,ENSMUSG00000139891
452,0.785,0.56386122,0.57,1.878840735,0.75,0.184,1,Dnm1
453,0.785,0.54652314,0.57,3.27239713,0.628,0.056,1,Stum
454,0.784,0.541303001,0.568,2.046551192,0.702,0.134,1,Nptxr
455,0.784,0.436295244,0.568,0.723970853,0.999,0.972,1,Cox7c
456,0.784,0.532261032,0.568,1.28401328,0.922,0.466,1,Chd3
457,0.784,0.590389532,0.568,1.14603756,0.954,0.755,1,Cox5a
458,0.784,0.577198356,0.568,1.942536248,0.776,0.255,1,Prkacb
459,0.784,0.531967862,0.568,1.282970371,0.914,0.476,1,Norad
460,0.783,0.584462413,0.566,1.221549928,0.936,0.674,1,Rheb
461,0.783,0.586859583,0.566,1.350957649,0.912,0.576,1,Park7
462,0.782,0.579335508,0.564,1.804284767,0.791,0.269,1,Pja2
463,0.782,0.541471945,0.564,3.440360534,0.614,0.046,1,Mal2
464,0.782,0.644698893,0.564,2.262720245,0.733,0.215,1,Map2k1
465,0.782,0.570133753,0.564,2.496347047,0.684,0.121,1,Cnih3
466,0.781,0.547579068,0.562,1.609065103,0.835,0.311,1,Rundc3a
467,0.781,0.530519833,0.562,1.348894135,0.868,0.314,1,Cttnbp2
468,0.781,0.552880866,0.562,1.765157501,0.795,0.257,1,Pkia
469,0.78,0.543772283,0.56,3.328790492,0.624,0.069,1,Gnal
470,0.78,0.54095701,0.56,2.885472616,0.649,0.095,1,Prmt8
471,0.78,0.56306871,0.56,3.376162558,0.62,0.062,1,Gm38353
472,0.778,0.586316843,0.556,2.885485984,0.651,0.11,1,Pitpnm2
473,0.777,0.549558955,0.554,1.517490682,0.854,0.396,1,Ndufb4
474,0.777,0.455371349,0.554,1.610877953,0.678,0.108,1,Vsnl1
475,0.777,0.55043625,0.554,1.312336456,0.906,0.506,1,Ube3a
476,0.777,0.521944321,0.554,1.450355343,0.814,0.249,1,Prox1
477,0.776,0.568791114,0.552,1.523768554,0.856,0.417,1,Anp32a
478,0.776,0.520938134,0.552,2.259829931,0.696,0.146,1,Celf3
479,0.775,0.523006687,0.55,2.512220901,0.66,0.108,1,Sptbn2
480,0.775,0.530613006,0.55,1.986868155,0.737,0.2,1,Ccl27a
481,0.774,0.642416366,0.548,2.518463896,0.684,0.163,1,Syne1
482,0.774,0.553048922,0.548,2.603017524,0.656,0.115,1,B230334C09Rik
483,0.773,0.525049343,0.546,3.263564169,0.605,0.057,1,Chrm1
484,0.773,0.605583093,0.546,2.383665831,0.692,0.18,1,Hagh
485,0.773,0.526885449,0.546,3.067677941,0.62,0.074,1,Cap2
486,0.773,0.478663518,0.546,1.115234929,0.917,0.401,1,Ank3
487,0.773,0.519401692,0.546,1.701860609,0.792,0.289,1,Ssbp4
488,0.773,0.520754862,0.546,1.070932775,0.952,0.556,1,Dclk1
489,0.772,0.519625286,0.544,1.596109786,0.818,0.326,1,Araf
490,0.772,0.594600655,0.544,1.37334503,0.879,0.427,1,Tagln3
491,0.772,0.517396409,0.544,2.755093602,0.64,0.102,1,Kifc2
492,0.772,0.521812814,0.544,0.965413774,0.982,0.785,1,Atp5if1
493,0.772,0.534906669,0.544,1.719359111,0.789,0.273,1,Tnik
494,0.772,0.53155052,0.544,1.543735584,0.83,0.358,1,Oip5os1
495,0.771,0.513445775,0.542,3.058506598,0.612,0.069,1,Mmp17
496,0.771,0.555974868,0.542,3.988508287,0.579,0.038,1,Slc30a3
497,0.77,0.521370472,0.54,3.915545439,0.576,0.034,1,Kcnj4
498,0.77,0.513511779,0.54,1.256945219,0.885,0.41,1,Tspan13
499,0.77,0.458414442,0.54,0.834674755,0.989,0.877,1,Uqcrq
500,0.77,0.514872587,0.54,2.90096237,0.618,0.074,1,Lin7b
501,0.77,0.484437347,0.54,0.990257978,0.965,0.743,1,Dynlrb1
502,0.769,0.52360524,0.538,2.697319183,0.629,0.092,1,Robo2
503,0.769,0.532169146,0.538,2.293297036,0.679,0.153,1,Eml5
504,0.769,0.522621241,0.538,1.203313948,0.913,0.573,1,Vdac1
505,0.769,0.512052691,0.538,2.818101496,0.626,0.086,1,Gabrg2
506,0.769,0.481985174,0.538,1.432487411,0.801,0.242,1,Anks1b
507,0.769,0.665765632,0.538,1.207484011,0.974,0.797,1,Aldoa
508,0.769,0.525925456,0.538,2.52435299,0.652,0.116,1,Mical2
509,0.769,0.486427227,0.538,1.638078531,0.725,0.183,1,Syn2
510,0.769,0.499682287,0.538,1.199819531,0.912,0.557,1,Ppp1cb
511,0.769,0.520937002,0.538,1.623232581,0.792,0.284,1,Kifap3
512,0.768,0.508872189,0.536,2.384535996,0.654,0.115,1,Kcnma1
513,0.768,0.492882306,0.536,1.439476208,0.821,0.313,1,Klc1
514,0.768,0.470976111,0.536,1.547603628,0.779,0.246,1,Rab6b
515,0.768,0.509526327,0.536,1.243217949,0.9,0.532,1,Mpc2
516,0.767,0.550699292,0.534,2.62020052,0.643,0.115,1,Il1rap
517,0.767,0.524511078,0.534,3.180800704,0.593,0.058,1,Cpne6
518,0.767,0.516274617,0.534,1.244573844,0.895,0.531,1,Cisd1
519,0.767,0.58867843,0.534,1.235772588,0.905,0.612,1,Arpc3
520,0.767,0.526129428,0.534,2.679006772,0.625,0.088,1,Kcnab2
521,0.766,0.522323852,0.532,2.574884039,0.631,0.095,1,Pacsin1
522,0.766,0.51669317,0.532,2.161370299,0.687,0.161,1,Lrp11
523,0.766,0.529132599,0.532,2.499518764,0.629,0.093,1,Lypd1
524,0.765,0.447114323,0.53,0.838925583,0.984,0.854,1,Atp5mj
525,0.765,0.522304566,0.53,2.388869458,0.66,0.137,1,Arhgef25
526,0.764,0.511654248,0.528,1.272248095,0.887,0.509,1,Purb
527,0.764,0.51263265,0.528,1.635965039,0.786,0.305,1,Zcchc17
528,0.764,0.502804605,0.528,1.627766346,0.788,0.31,1,Arpc5l
529,0.763,0.509452028,0.526,3.566079216,0.577,0.055,1,Camkk1
530,0.763,0.477600528,0.526,1.054739254,0.938,0.666,1,Atp6v1f
531,0.763,0.511536228,0.526,1.746527372,0.761,0.277,1,Mrps26
532,0.762,0.532642288,0.524,2.378615953,0.66,0.151,1,Nedd4l
533,0.762,0.27965347,0.524,0.723953904,0.669,0.139,1,Cck
534,0.762,0.491030578,0.524,2.137023748,0.678,0.153,1,Actl6b
535,0.762,0.505574769,0.524,1.943391975,0.718,0.217,1,Mapre3
536,0.761,0.537664436,0.522,4.150657145,0.556,0.037,1,Cnnm1
537,0.761,0.509824032,0.522,1.943267671,0.719,0.224,1,Ankrd46
538,0.761,0.448503399,0.522,0.896556771,0.963,0.805,1,Ndufb1
539,0.761,0.505405713,0.522,2.235619505,0.67,0.165,1,Fam216a
540,0.761,0.462174098,0.522,1.06726935,0.933,0.644,1,Srp14
541,0.761,0.548354471,0.522,2.427929206,0.639,0.118,1,Prox1os
542,0.76,0.514867079,0.52,3.570139179,0.569,0.048,1,Dgkg
543,0.76,0.601779585,0.52,3.129913995,0.595,0.082,1,Pcdh8
544,0.76,0.513453793,0.52,2.499443754,0.631,0.112,1,Kctd4
545,0.76,0.532924432,0.52,2.334515871,0.643,0.124,1,Cygb
546,0.76,0.415687164,0.52,0.734089946,0.994,0.925,1,Cox7a2
547,0.76,0.537589082,0.52,2.607810588,0.613,0.088,1,Scn2b
548,0.76,0.697272325,0.52,3.984665347,0.565,0.047,1,Egr4
549,0.76,0.47886348,0.52,0.997952834,0.953,0.704,1,Ndufs5
550,0.76,0.495089036,0.52,2.70021676,0.612,0.094,1,Susd4
551,0.759,0.597676367,0.518,3.511287231,0.578,0.069,1,Tubgcp2
552,0.758,0.531578453,0.516,1.230524514,0.903,0.551,1,Grina
553,0.758,0.412514021,0.516,0.73627269,0.994,0.694,1,Gpm6a
554,0.758,0.536324096,0.516,3.499973583,0.567,0.051,1,Syt13
555,0.758,0.518097845,0.516,1.5786254,0.786,0.33,1,Celf1
556,0.757,0.426689333,0.514,0.759508242,0.991,0.826,1,Eif4a2
557,0.757,0.447035906,0.514,1.658355461,0.691,0.162,1,Efnb3
558,0.757,0.446646621,0.514,1.725786806,0.691,0.169,1,Cend1
559,0.757,0.480561698,0.514,1.352565827,0.839,0.409,1,Epn1
560,0.757,0.517089943,0.514,1.952228603,0.708,0.222,1,Ap1s1
561,0.757,0.527466256,0.514,3.29635401,0.576,0.066,1,Kcnj3
562,0.755,0.454916998,0.51,1.19120416,0.862,0.42,1,Nptn
563,0.755,0.500618324,0.51,1.763947003,0.738,0.27,1,Trappc2l
564,0.755,0.515356201,0.51,2.472712665,0.626,0.122,1,Sez6l
565,0.755,0.47378528,0.51,2.042974843,0.681,0.184,1,Ube2w
566,0.754,0.499528842,0.508,2.140873632,0.664,0.171,1,Tceal3
567,0.754,0.505090297,0.508,1.947085823,0.692,0.195,1,Nrcam
568,0.754,0.522374047,0.508,1.813548066,0.729,0.261,1,Hras
569,0.754,0.475675533,0.508,2.522158196,0.608,0.094,1,Kcnd2
570,0.754,0.503409021,0.508,2.268340627,0.649,0.155,1,Epb41l1
571,0.753,0.532361993,0.506,1.442618611,0.806,0.382,1,Fkbp3
572,0.753,0.492446051,0.506,1.432639959,0.801,0.314,1,Cnrip1
573,0.753,0.471770342,0.506,1.166901285,0.88,0.524,1,Ap2s1
574,0.753,0.490259124,0.506,2.486457102,0.62,0.116,1,Dpp6
575,0.752,0.478362495,0.504,0.825337842,0.988,0.914,1,Slc25a4
576,0.752,0.482204406,0.504,3.47205482,0.552,0.047,1,Slc7a14
577,0.752,0.479334454,0.504,2.560693548,0.608,0.106,1,Gfra4
578,0.752,0.538000259,0.504,1.844886366,0.721,0.26,1,Emc4
579,0.751,0.499947324,0.502,2.639173911,0.599,0.1,1,Erc2
580,0.751,0.480715705,0.502,2.46650558,0.608,0.105,1,Camta2
581,0.751,0.496804556,0.502,2.269456352,0.637,0.14,1,Car11
582,0.75,0.403752802,0.5,0.73591534,0.991,0.905,1,Atp5pf
583,0.75,0.4984247,0.5,3.471066322,0.551,0.053,1,Them6
584,0.75,0.486358701,0.5,1.590667297,0.753,0.287,1,2210016L21Rik
585,0.75,0.480945279,0.5,2.782063559,0.586,0.086,1,Faah
586,0.75,0.46003317,0.5,1.10722839,0.894,0.483,1,Gng10
587,0.749,0.506069211,0.498,1.426347569,0.809,0.378,1,Tusc3
588,0.748,0.597588167,0.496,5.45490889,0.509,0.014,1,Tmem114
589,0.748,0.458651304,0.496,0.874797161,0.972,0.826,1,Uqcrb
590,0.748,0.415995376,0.496,0.738894077,0.99,0.876,1,Uqcr11
591,0.748,0.473304021,0.496,1.327994465,0.827,0.434,1,Smim14
592,0.748,0.471778005,0.496,1.582216733,0.748,0.274,1,Tspan5
593,0.748,0.461313162,0.496,2.456424842,0.586,0.082,1,Cdk5r2
594,0.747,0.467934951,0.494,2.931422951,0.563,0.065,1,Diras2
595,0.747,0.391723111,0.494,0.686640731,0.996,0.932,1,Cox6b1
596,0.747,0.504689553,0.494,3.416011901,0.542,0.048,1,Hpcal4
597,0.747,0.463164643,0.494,1.35154939,0.816,0.377,1,Rtf1
598,0.746,0.461734041,0.492,1.558527799,0.729,0.245,1,Mmd
599,0.746,0.476711763,0.492,1.397210379,0.803,0.377,1,Mrpl42
600,0.746,0.403475919,0.492,0.712192958,0.991,0.919,1,Cox6a1
601,0.746,0.468861065,0.492,3.107652825,0.559,0.068,1,Plekhg5
602,0.745,0.420945143,0.49,1.076158043,0.835,0.337,1,Cntn1
603,0.745,0.472023516,0.49,2.265357281,0.623,0.139,1,Sipa1l1
604,0.745,0.531826863,0.49,1.025389578,0.957,0.745,1,Mif
605,0.745,0.467097936,0.49,2.866290854,0.568,0.079,1,Prickle2
606,0.745,0.468865962,0.49,1.63280247,0.737,0.284,1,Mrpl53
607,0.745,0.467260039,0.49,2.176297724,0.62,0.121,1,Brinp1
608,0.745,0.463493194,0.49,1.221600424,0.852,0.472,1,Ndufb3
609,0.744,0.480151529,0.488,2.956687191,0.565,0.081,1,Insyn1
610,0.744,0.466985368,0.488,2.846464981,0.574,0.089,1,C2cd2l
611,0.744,0.459267423,0.488,1.711965993,0.698,0.215,1,Atp8a1
612,0.743,0.555603628,0.486,1.886184095,0.693,0.236,1,Otub1
613,0.743,0.446573199,0.486,2.379076834,0.599,0.113,1,Lrrc73
614,0.743,0.611814188,0.486,2.521890815,0.609,0.136,1,Egr3
615,0.743,0.435440548,0.486,0.948863856,0.937,0.665,1,Tle5
616,0.743,0.466958039,0.486,1.56578767,0.729,0.253,1,Sgip1
617,0.743,0.468567253,0.486,1.336473898,0.805,0.369,1,Psip1
618,0.742,0.452307291,0.484,1.588452564,0.732,0.269,1,Ppp1r9b
619,0.742,0.454503727,0.484,1.167330553,0.86,0.494,1,Higd1a
620,0.742,0.574784567,0.484,2.775756155,0.571,0.093,1,Gm57038
621,0.742,0.46007367,0.484,3.187008293,0.535,0.047,1,Spock3
622,0.741,0.457874096,0.482,2.427410917,0.596,0.12,1,Flywch2
623,0.741,0.437928694,0.482,0.907924561,0.947,0.722,1,Ndufb9
624,0.741,0.441400103,0.482,1.086996622,0.881,0.527,1,Cltb
625,0.741,0.47729499,0.482,4.410989169,0.506,0.026,1,Dsp
626,0.741,0.468345773,0.482,2.809572865,0.561,0.077,1,Sprn
627,0.741,0.445995866,0.482,1.085648474,0.898,0.586,1,Srp9
628,0.74,0.448740555,0.48,1.277379481,0.812,0.384,1,Actr2
629,0.74,0.392605346,0.48,0.778634089,0.977,0.825,1,Ubl5
630,0.739,0.453126561,0.478,1.500509629,0.745,0.308,1,Nmt1
631,0.739,0.41748722,0.478,0.956964846,0.925,0.639,1,Timm13
632,0.739,0.38262139,0.478,0.800495243,0.921,0.458,1,Chchd10
633,0.739,0.450567185,0.478,1.118427289,0.862,0.52,1,Ndufab1
634,0.739,0.452107546,0.478,2.850349993,0.557,0.08,1,Herc3
635,0.739,0.462744132,0.478,3.558534268,0.523,0.048,1,A830018L16Rik
636,0.738,0.454234434,0.476,1.690186932,0.704,0.252,1,Polr2g
637,0.738,0.45989843,0.476,1.356438875,0.786,0.362,1,Sumo3
638,0.738,0.459585006,0.476,2.41761945,0.578,0.097,1,Cacna2d1
639,0.737,0.458084521,0.474,1.33983666,0.74,0.28,1,Pcdh17
640,0.737,0.42684386,0.474,1.003580612,0.91,0.614,1,Ube2b
641,0.737,0.489665063,0.474,1.605414438,0.706,0.234,1,Ttc9b
642,0.737,0.464737437,0.474,1.833529228,0.657,0.187,1,Miat
643,0.737,0.502044594,0.474,2.80327901,0.544,0.07,1,Scg2
644,0.736,0.438489952,0.472,1.621218682,0.704,0.244,1,Prkaca
645,0.736,0.449441092,0.472,1.480663009,0.727,0.273,1,Atp6v1b2
646,0.736,0.475146712,0.472,1.037414903,0.899,0.605,1,Klf13
647,0.736,0.437330609,0.472,0.907334031,0.946,0.719,1,Atp6v0b
648,0.736,0.451089865,0.472,1.336269193,0.793,0.369,1,Sptan1
649,0.735,0.411119665,0.47,1.777093885,0.654,0.178,1,Parp6
650,0.735,0.481174399,0.47,1.145175474,0.873,0.566,1,Capzb
651,0.735,0.41769734,0.47,0.961690964,0.925,0.65,1,Rab2a
652,0.734,0.407899511,0.468,0.735398584,0.984,0.923,1,Ywhae
653,0.734,0.475565455,0.468,2.240292573,0.604,0.149,1,Tmem38a
654,0.733,0.457920083,0.466,1.592418075,0.689,0.217,1,Trim9
655,0.733,0.565106656,0.466,2.218142502,0.613,0.169,1,Rgs2
656,0.732,0.449261263,0.464,1.167619388,0.833,0.442,1,Pgrmc1
657,0.732,0.437711914,0.464,1.784752896,0.659,0.206,1,B4galt6
658,0.732,0.466030748,0.464,3.806549309,0.497,0.032,1,Rasgrf2
659,0.731,0.45769675,0.462,1.54255468,0.694,0.228,1,Bex1
660,0.731,0.369332856,0.462,0.684407672,0.985,0.901,1,Elob
661,0.731,0.415644004,0.462,1.190223544,0.794,0.344,1,Pmm1
662,0.731,0.418017042,0.462,1.753864262,0.65,0.185,1,Cyria
663,0.731,0.427434211,0.462,1.318049857,0.772,0.337,1,Cdc42se2
664,0.731,0.424182262,0.462,2.806859373,0.538,0.075,1,Dlg2
665,0.731,0.373682632,0.462,1.369334046,0.67,0.193,1,Cplx1
666,0.731,0.399985418,0.462,0.858660691,0.951,0.679,1,Ndufc1
667,0.73,0.423757224,0.46,1.603217641,0.682,0.224,1,Sms
668,0.73,0.421972665,0.46,1.124432304,0.845,0.469,1,Uqcc2
669,0.73,0.423593774,0.46,2.409202427,0.572,0.115,1,Cep19
670,0.73,0.378068586,0.46,0.802154777,0.949,0.747,1,Nedd8
671,0.73,0.415196804,0.46,1.77257381,0.635,0.172,1,Snap91
672,0.73,0.405157298,0.46,1.405920636,0.692,0.208,1,Gabrb1
673,0.73,0.432004493,0.46,1.128486727,0.775,0.324,1,Uchl1
674,0.729,0.416197426,0.458,1.384326499,0.74,0.294,1,Cystm1
675,0.729,0.433869897,0.458,3.120320447,0.514,0.054,1,Slc2a13
676,0.729,0.431782442,0.458,4.049040407,0.487,0.03,1,Clvs2
677,0.729,0.440899907,0.458,1.901038311,0.626,0.17,1,Micu3
678,0.729,0.388175908,0.458,1.704177944,0.622,0.149,1,Prkar1b
679,0.729,0.423759804,0.458,2.75970205,0.539,0.083,1,Rragd
680,0.729,0.417653631,0.458,1.704442543,0.632,0.163,1,Map1a
681,0.729,0.441878445,0.458,1.970793274,0.624,0.178,1,ENSMUSG00000121798
682,0.728,0.373186904,0.456,0.743469694,0.967,0.658,1,Ttc3
683,0.728,0.498274821,0.456,1.885721756,0.647,0.213,1,Homer1
684,0.728,0.433596395,0.456,1.100845976,0.828,0.378,1,Nsg1
685,0.728,0.419592956,0.456,0.969670331,0.896,0.609,1,Dnajb6
686,0.728,0.452898628,0.456,2.360659482,0.575,0.128,1,Dtd1
687,0.728,0.46825156,0.456,2.87013292,0.534,0.085,1,Ildr2
688,0.727,0.431595855,0.454,3.054913068,0.516,0.063,1,Nr3c2
689,0.727,0.527235276,0.454,3.373205796,0.505,0.052,1,Tesc
690,0.727,0.484688957,0.454,1.343839796,0.765,0.356,1,Atp1a1
691,0.727,0.434063566,0.454,2.372941505,0.561,0.106,1,Scn3a
692,0.726,0.424040485,0.452,4.134717636,0.478,0.027,1,Slit3
693,0.726,0.448120944,0.452,1.709375331,0.664,0.235,1,Ppp1r9a
694,0.726,0.41804195,0.452,3.087119846,0.504,0.049,1,Lingo2
695,0.726,0.366161743,0.452,1.316621739,0.677,0.205,1,Sv2a
696,0.726,0.422631374,0.452,1.20209311,0.806,0.392,1,Ttc14
697,0.725,0.412260034,0.45,1.539375109,0.687,0.245,1,Ube2e2
698,0.725,0.420639299,0.45,3.470737098,0.497,0.048,1,Lyst
699,0.725,0.404283053,0.45,1.566146427,0.668,0.206,1,Tlcd3b
700,0.725,0.377237021,0.45,0.891382114,0.881,0.493,1,Auts2
701,0.725,0.409834117,0.45,3.24690803,0.502,0.051,1,Gm10419
702,0.725,0.445175563,0.45,2.04569458,0.579,0.121,1,Gm26871
703,0.724,0.418636185,0.448,1.544132546,0.68,0.243,1,Ubald1
704,0.724,0.382660509,0.448,0.864706406,0.904,0.446,1,Basp1
705,0.724,0.408210722,0.448,1.911762912,0.609,0.164,1,Agtpbp1
706,0.724,0.457626724,0.448,2.359179559,0.558,0.11,1,ENSMUSG00000133203
707,0.724,0.407363756,0.448,1.096051837,0.846,0.475,1,Ncor1
708,0.724,0.447336648,0.448,1.780441089,0.648,0.227,1,Cdipt
709,0.724,0.427103569,0.448,1.139648062,0.825,0.469,1,Ociad1
710,0.724,0.375484084,0.448,1.634324397,0.603,0.134,1,Slc24a2
711,0.724,0.44170229,0.448,1.68989484,0.664,0.236,1,Gls
712,0.723,0.305868448,0.446,1.064335373,0.652,0.172,1,Tmem151a
713,0.723,0.403100872,0.446,0.781532515,0.961,0.79,1,Ndfip1
714,0.723,0.4123557,0.446,1.856003472,0.621,0.18,1,Tnrc6c
715,0.723,0.40950321,0.446,2.66910563,0.531,0.087,1,Stxbp5
716,0.723,0.402004253,0.446,1.037354942,0.862,0.499,1,Hmgn3
717,0.723,0.408089282,0.446,1.416633242,0.72,0.29,1,Stk25
718,0.722,0.40290186,0.444,2.464490191,0.533,0.085,1,Syt5
719,0.722,0.451177115,0.444,1.613360458,0.678,0.268,1,Wasl
720,0.722,0.434320002,0.444,1.813478204,0.636,0.207,1,Sh3glb2
721,0.721,0.435475883,0.442,2.325038654,0.553,0.111,1,Sez6l2
722,0.721,0.393072648,0.442,0.991980159,0.863,0.511,1,Nop10
723,0.72,0.47812601,0.44,2.840462492,0.52,0.084,1,Pnck
724,0.72,0.427171317,0.44,3.584951607,0.482,0.043,1,F730043M19Rik
725,0.72,0.402980404,0.44,0.921810063,0.907,0.601,1,Eif1b
726,0.72,0.405604085,0.44,2.758013897,0.51,0.067,1,Crlf1
727,0.72,0.398210433,0.44,1.545888613,0.628,0.176,1,Klhl2
728,0.72,0.420664984,0.44,1.629092242,0.646,0.218,1,Nebl
729,0.72,0.383642068,0.44,1.94240979,0.555,0.103,1,Dock10
730,0.72,0.456245439,0.44,2.063736918,0.574,0.128,1,Ptprn
731,0.719,0.422462504,0.438,3.159314578,0.496,0.059,1,Dlg3
732,0.719,0.324358862,0.438,0.59474327,0.987,0.845,1,Uqcr10
733,0.719,0.398552512,0.438,1.814719893,0.598,0.155,1,Slc6a17
